reference_organ,as_label,cell_label,cell_id
Colon,sigmoid colon,NK cell,ASCTB-TEMP:nk-cell
Colon,sigmoid colon,Glia 1 (DHH+),ASCTB-TEMP:glia-1-dhh-
Colon,sigmoid colon,cycling ENCC/glia,ASCTB-TEMP:cycling-encc-glia
Colon,sigmoid colon,MMP9+ Inflammatory macrophage,ASCTB-TEMP:mmp9-inflammatory-macrophage
Colon,sigmoid colon,TRGV2 gdT,ASCTB-TEMP:trgv2-gdt
Colon,sigmoid colon,Mesothelium (RGS5+),ASCTB-TEMP:mesothelium-rgs5-
Colon,sigmoid colon,cycling EC,ASCTB-TEMP:cycling-ec
Colon,sigmoid colon,SMC (PART1/CAPN3+),ASCTB-TEMP:smc-part1-capn3-
Colon,sigmoid colon,arterial capillary,ASCTB-TEMP:arterial-capillary
Colon,sigmoid colon,Tfh,ASCTB-TEMP:tfh
Colon,sigmoid colon,I cells (CCK+),ASCTB-TEMP:i-cells-cck-
Colon,sigmoid colon,SMC (PLPP2+),ASCTB-TEMP:smc-plpp2-
Colon,sigmoid colon,MAIT cell,ASCTB-TEMP:mait-cell
Colon,sigmoid colon,Distal progenitor,ASCTB-TEMP:distal-progenitor
Colon,sigmoid colon,Mature arterial EC,ASCTB-TEMP:mature-arterial-ec
Colon,sigmoid colon,Th1,ASCTB-TEMP:th1
Colon,sigmoid colon,SELL+ CD4 T,ASCTB-TEMP:sell-cd4-t
Colon,sigmoid colon,Transitional Stromal 3 (C3+),ASCTB-TEMP:transitional-stromal-3-c3-
Colon,sigmoid colon,Memory B,ASCTB-TEMP:memory-b
Colon,sigmoid colon,LEC1 (ACKR4+),ASCTB-TEMP:lec1-ackr4-
Colon,sigmoid colon,Neuroblast,ASCTB-TEMP:neuroblast
Colon,sigmoid colon,Stromal 3 (C7+),ASCTB-TEMP:stromal-3-c7-
Colon,sigmoid colon,NK T cell,ASCTB-TEMP:nk-t-cell
Colon,sigmoid colon,D cells (SST+),ASCTB-TEMP:d-cells-sst-
Colon,sigmoid colon,Mature venous EC,ASCTB-TEMP:mature-venous-ec
Colon,sigmoid colon,Adult Glia,ASCTB-TEMP:adult-glia
Colon,sigmoid colon,Enterocyte,ASCTB-TEMP:enterocyte
Colon,sigmoid colon,BEST2+ Goblet cell,ASCTB-TEMP:best2-goblet-cell
Colon,sigmoid colon,Progenitor (NEUROG3+),ASCTB-TEMP:progenitor-neurog3-
Colon,sigmoid colon,Stromal 2 (CH25H+),ASCTB-TEMP:stromal-2-ch25h-
Colon,sigmoid colon,Branch A2 (IPAN/IN),ASCTB-TEMP:branch-a2-ipan-in-
Colon,sigmoid colon,Glia 2 (ELN+),ASCTB-TEMP:glia-2-eln-
Colon,sigmoid colon,Branch A4 (IN),ASCTB-TEMP:branch-a4-in-
Colon,sigmoid colon,LEC3 (ADGRG3+),ASCTB-TEMP:lec3-adgrg3-
Colon,sigmoid colon,Monocytes,ASCTB-TEMP:monocytes
Colon,sigmoid colon,M/X cells (MLN/GHRL+),ASCTB-TEMP:m-x-cells-mln-ghrl-
Colon,sigmoid colon,TRDV2/TRGV9 gdT,ASCTB-TEMP:trdv2-trgv9-gdt
Colon,sigmoid colon,LYVE1+ Macrophage,ASCTB-TEMP:lyve1-macrophage
Colon,sigmoid colon,Branch A1 (iMN),ASCTB-TEMP:branch-a1-imn-
Colon,sigmoid colon,Mast cell,ASCTB-TEMP:mast-cell
Colon,sigmoid colon,ICC,ASCTB-TEMP:icc
Colon,sigmoid colon,Germ,ASCTB-TEMP:germ
Colon,sigmoid colon,Stromal 4 (MMP1+),ASCTB-TEMP:stromal-4-mmp1-
Colon,sigmoid colon,LEC6 (ADAMTS4+),ASCTB-TEMP:lec6-adamts4-
Colon,sigmoid colon,T reticular,ASCTB-TEMP:t-reticular
Colon,sigmoid colon,Paneth,ASCTB-TEMP:paneth
Colon,sigmoid colon,L cells (PYY+),ASCTB-TEMP:l-cells-pyy-
Colon,sigmoid colon,ILC2,ASCTB-TEMP:ilc2
Colon,sigmoid colon,CLC+ Mast cell,ASCTB-TEMP:clc-mast-cell
Colon,sigmoid colon,LEC4 (STAB2+),ASCTB-TEMP:lec4-stab2-
Colon,sigmoid colon,Branch A3 (IPAN/IN),ASCTB-TEMP:branch-a3-ipan-in-
Colon,sigmoid colon,CD8 Tmem,ASCTB-TEMP:cd8-tmem
Colon,sigmoid colon,Naive B,ASCTB-TEMP:naive-b
Colon,sigmoid colon,Lymphoid DC,ASCTB-TEMP:lymphoid-dc
Colon,sigmoid colon,venous capillary,ASCTB-TEMP:venous-capillary
Colon,sigmoid colon,IgG plasma cell,ASCTB-TEMP:igg-plasma-cell
Colon,sigmoid colon,Macrophages,ASCTB-TEMP:macrophages
Colon,sigmoid colon,MPO+ mono-neutrophil,ASCTB-TEMP:mpo-mono-neutrophil
Colon,sigmoid colon,DZ GC cell,ASCTB-TEMP:dz-gc-cell
Colon,sigmoid colon,IgA plasma cell,ASCTB-TEMP:iga-plasma-cell
Colon,sigmoid colon,Pro-B,ASCTB-TEMP:pro-b
Colon,sigmoid colon,RBC,ASCTB-TEMP:rbc
Colon,sigmoid colon,Stromal 1 (CCL11+),ASCTB-TEMP:stromal-1-ccl11-
Colon,sigmoid colon,ENCC/glia Progenitor,ASCTB-TEMP:encc-glia-progenitor
Colon,sigmoid colon,enterocyte of epithelium of large intestine,CL:0002071
Colon,sigmoid colon,large intestine goblet cell,CL:1000320
Colon,sigmoid colon,intestinal tuft cell,CL:0019032
Colon,sigmoid colon,paneth cell of colon,CL:0009009
Colon,sigmoid colon,transit amplifying cell of colon,CL:0009011
Colon,sigmoid colon,fibroblast,CL:0000057
Colon,sigmoid colon,gut endothelial cell,CL:0000131
Colon,sigmoid colon,"CD8-positive, alpha-beta T cell",CL:0000625
Colon,sigmoid colon,intestinal enteroendocrine cell,CL:1001516
Colon,sigmoid colon,B cell,CL:0000236
Colon,sigmoid colon,"CD4-positive, alpha-beta T cell",CL:0000624
Colon,sigmoid colon,mast cell,CL:0000097
Colon,ascending colon,Cycling plasma cell,ASCTB-TEMP:cycling-plasma-cell
Colon,ascending colon,Mesoderm 1 (HAND1+),ASCTB-TEMP:mesoderm-1-hand1-
Colon,ascending colon,LEC1 (ACKR4+),ASCTB-TEMP:lec1-ackr4-
Colon,ascending colon,Goblet cell,ASCTB-TEMP:goblet-cell
Colon,ascending colon,Colonocyte,ASCTB-TEMP:colonocyte
Colon,ascending colon,Activated T,ASCTB-TEMP:activated-t
Colon,ascending colon,Branch B1 (eMN),ASCTB-TEMP:branch-b1-emn-
Colon,ascending colon,mLTo,ASCTB-TEMP:mlto
Colon,ascending colon,Microfold cell,ASCTB-TEMP:microfold-cell
Colon,ascending colon,CLDN10+ cells,ASCTB-TEMP:cldn10-cells
Colon,ascending colon,mLN Stroma (FMO2+),ASCTB-TEMP:mln-stroma-fmo2-
Colon,ascending colon,cDC1,ASCTB-TEMP:cdc1
Colon,ascending colon,BEST2+ Goblet cell,ASCTB-TEMP:best2-goblet-cell
Colon,ascending colon,cDC2,ASCTB-TEMP:cdc2
Colon,ascending colon,TA,ASCTB-TEMP:ta
Colon,ascending colon,EECs,ASCTB-TEMP:eecs
Colon,ascending colon,ILCP,ASCTB-TEMP:ilcp
Colon,ascending colon,CLC+ Mast cell,ASCTB-TEMP:clc-mast-cell
Colon,ascending colon,Branch A1 (iMN),ASCTB-TEMP:branch-a1-imn-
Colon,ascending colon,Branch A4 (IN),ASCTB-TEMP:branch-a4-in-
Colon,ascending colon,Megakaryocyte,ASCTB-TEMP:megakaryocyte
Colon,ascending colon,LEC4 (STAB2+),ASCTB-TEMP:lec4-stab2-
Colon,ascending colon,arterial capillary,ASCTB-TEMP:arterial-capillary
Colon,ascending colon,NK cell,ASCTB-TEMP:nk-cell
Colon,ascending colon,Proximal progenitor,ASCTB-TEMP:proximal-progenitor
Colon,ascending colon,MAIT cell,ASCTB-TEMP:mait-cell
Colon,ascending colon,L cells (PYY+),ASCTB-TEMP:l-cells-pyy-
Colon,ascending colon,Branch A2 (IPAN/IN),ASCTB-TEMP:branch-a2-ipan-in-
Colon,ascending colon,Lymphoid DC,ASCTB-TEMP:lymphoid-dc
Colon,ascending colon,SELL+ CD8 T,ASCTB-TEMP:sell-cd8-t
Colon,ascending colon,IgG plasma cell,ASCTB-TEMP:igg-plasma-cell
Colon,ascending colon,ICC,ASCTB-TEMP:icc
Colon,ascending colon,Pre-B,ASCTB-TEMP:pre-b
Colon,ascending colon,SMC (PLPP2+),ASCTB-TEMP:smc-plpp2-
Colon,ascending colon,Cycling B cell,ASCTB-TEMP:cycling-b-cell
Colon,ascending colon,D cells (SST+),ASCTB-TEMP:d-cells-sst-
Colon,ascending colon,LEC6 (ADAMTS4+),ASCTB-TEMP:lec6-adamts4-
Colon,ascending colon,Stem cells,ASCTB-TEMP:stem-cells
Colon,ascending colon,Germ,ASCTB-TEMP:germ
Colon,ascending colon,Contractile pericyte (PLN+),ASCTB-TEMP:contractile-pericyte-pln-
Colon,ascending colon,MMP9+ Inflammatory macrophage,ASCTB-TEMP:mmp9-inflammatory-macrophage
Colon,ascending colon,myofibroblast,ASCTB-TEMP:myofibroblast
Colon,ascending colon,RBC,ASCTB-TEMP:rbc
Colon,ascending colon,Mesothelium (RGS5+),ASCTB-TEMP:mesothelium-rgs5-
Colon,ascending colon,Pro-B,ASCTB-TEMP:pro-b
Colon,ascending colon,Tuft,ASCTB-TEMP:tuft
Colon,ascending colon,Macrophages,ASCTB-TEMP:macrophages
Colon,ascending colon,NK T cell,ASCTB-TEMP:nk-t-cell
Colon,ascending colon,BEST4+ epithelial,ASCTB-TEMP:best4-epithelial
Colon,ascending colon,Fetal arterial EC,ASCTB-TEMP:fetal-arterial-ec
Colon,ascending colon,Tfh,ASCTB-TEMP:tfh
Colon,ascending colon,Enterocyte,ASCTB-TEMP:enterocyte
Colon,ascending colon,Glia 2 (ELN+),ASCTB-TEMP:glia-2-eln-
Colon,ascending colon,Branch B3 (IPAN),ASCTB-TEMP:branch-b3-ipan-
Colon,ascending colon,Mature venous EC,ASCTB-TEMP:mature-venous-ec
Colon,ascending colon,Adult Glia,ASCTB-TEMP:adult-glia
Colon,ascending colon,Mature arterial EC,ASCTB-TEMP:mature-arterial-ec
Colon,ascending colon,Transitional Stromal 3 (C3+),ASCTB-TEMP:transitional-stromal-3-c3-
Colon,ascending colon,Branch A3 (IPAN/IN),ASCTB-TEMP:branch-a3-ipan-in-
Colon,ascending colon,Mast cell,ASCTB-TEMP:mast-cell
Colon,ascending colon,CLP,ASCTB-TEMP:clp
Colon,ascending colon,Glia 3 (BCAN+),ASCTB-TEMP:glia-3-bcan-
Colon,ascending colon,Monocytes,ASCTB-TEMP:monocytes
Colon,ascending colon,enterocyte of epithelium of large intestine,CL:0002071
Colon,ascending colon,large intestine goblet cell,CL:1000320
Colon,ascending colon,intestinal tuft cell,CL:0019032
Colon,ascending colon,gut endothelial cell,CL:0000131
Colon,ascending colon,"CD8-positive, alpha-beta T cell",CL:0000625
Colon,ascending colon,"CD4-positive, alpha-beta T cell",CL:0000624
Colon,ascending colon,monocyte,CL:0000576
Colon,ascending colon,Stromal 3 (KCNN3+),ASCTB-TEMP:stromal-3-kcnn3-
Colon,ascending colon,Paneth,ASCTB-TEMP:paneth
Colon,ascending colon,TRGV2 gdT,ASCTB-TEMP:trgv2-gdt
Colon,ascending colon,angiogenic pericyte,ASCTB-TEMP:angiogenic-pericyte
Colon,ascending colon,N cells (NTS+),ASCTB-TEMP:n-cells-nts-
Colon,ascending colon,cycling ENCC/glia,ASCTB-TEMP:cycling-encc-glia
Colon,ascending colon,LTi-like NCR+ ILC3,ASCTB-TEMP:lti-like-ncr-ilc3
Colon,ascending colon,TRGV4 gdT,ASCTB-TEMP:trgv4-gdt
Colon,ascending colon,DZ GC cell,ASCTB-TEMP:dz-gc-cell
Colon,ascending colon,Pericyte,ASCTB-TEMP:pericyte
Colon,ascending colon,MPO+ mono-neutrophil,ASCTB-TEMP:mpo-mono-neutrophil
Colon,ascending colon,pDC,ASCTB-TEMP:pdc
Colon,ascending colon,LZ GC cell,ASCTB-TEMP:lz-gc-cell
Colon,ascending colon,Progenitor (NEUROG3+),ASCTB-TEMP:progenitor-neurog3-
Colon,ascending colon,I cells (CCK+),ASCTB-TEMP:i-cells-cck-
Colon,ascending colon,TRDV2/TRGV9 gdT,ASCTB-TEMP:trdv2-trgv9-gdt
Colon,ascending colon,Stromal 2 (CH25H+),ASCTB-TEMP:stromal-2-ch25h-
Colon,ascending colon,K cells (GIP+),ASCTB-TEMP:k-cells-gip-
Colon,ascending colon,Branch B2 (eMN),ASCTB-TEMP:branch-b2-emn-
Colon,ascending colon,STAT1+ Naive B,ASCTB-TEMP:stat1-naive-b
Colon,ascending colon,T reticular,ASCTB-TEMP:t-reticular
Colon,ascending colon,Mesothelium,ASCTB-TEMP:mesothelium
Colon,ascending colon,SMC (PART1/CAPN3+),ASCTB-TEMP:smc-part1-capn3-
Colon,ascending colon,ILC3,ASCTB-TEMP:ilc3
Colon,ascending colon,SELL+ CD4 T,ASCTB-TEMP:sell-cd4-t
Colon,ascending colon,Mesothelium (PRG4+),ASCTB-TEMP:mesothelium-prg4-
Colon,ascending colon,Th1,ASCTB-TEMP:th1
Colon,ascending colon,GC B cell,ASCTB-TEMP:gc-b-cell
Colon,ascending colon,ILC2,ASCTB-TEMP:ilc2
Colon,ascending colon,Treg,ASCTB-TEMP:treg
Colon,ascending colon,Differentiating glia,ASCTB-TEMP:differentiating-glia
Colon,ascending colon,Neuroblast,ASCTB-TEMP:neuroblast
Colon,ascending colon,venous capillary,ASCTB-TEMP:venous-capillary
Colon,ascending colon,LEC3 (ADGRG3+),ASCTB-TEMP:lec3-adgrg3-
Colon,ascending colon,Fetal venous EC,ASCTB-TEMP:fetal-venous-ec
Colon,ascending colon,Naive B,ASCTB-TEMP:naive-b
Colon,ascending colon,cycling EC,ASCTB-TEMP:cycling-ec
Colon,ascending colon,CD8 Tmem,ASCTB-TEMP:cd8-tmem
Colon,ascending colon,paneth cell of colon,CL:0009009
Colon,ascending colon,fibroblast,CL:0000057
Colon,ascending colon,intestinal enteroendocrine cell,CL:1001516
Colon,ascending colon,B cell,CL:0000236
SmallIntestine,distal part of ileum,IgA plasma cell,ASCTB-TEMP:iga-plasma-cell
SmallIntestine,distal part of ileum,ICC,ASCTB-TEMP:icc
SmallIntestine,distal part of ileum,T reticular,ASCTB-TEMP:t-reticular
SmallIntestine,distal part of ileum,Memory B,ASCTB-TEMP:memory-b
SmallIntestine,distal part of ileum,EC cells (TAC1+),ASCTB-TEMP:ec-cells-tac1-
SmallIntestine,distal part of ileum,IgG plasma cell,ASCTB-TEMP:igg-plasma-cell
SmallIntestine,distal part of ileum,LTi-like NCR- ILC3,ASCTB-TEMP:lti-like-ncr-ilc3
SmallIntestine,distal part of ileum,Stromal 3 (C7+),ASCTB-TEMP:stromal-3-c7-
SmallIntestine,distal part of ileum,Neuroblast,ASCTB-TEMP:neuroblast
SmallIntestine,distal part of ileum,ILC3,ASCTB-TEMP:ilc3
SmallIntestine,distal part of ileum,LEC5 (CLDN11+),ASCTB-TEMP:lec5-cldn11-
SmallIntestine,distal part of ileum,LEC3 (ADGRG3+),ASCTB-TEMP:lec3-adgrg3-
SmallIntestine,distal part of ileum,Glia 1 (DHH+),ASCTB-TEMP:glia-1-dhh-
SmallIntestine,distal part of ileum,B cell,CL:0000236
SmallIntestine,distal part of ileum,transit amplifying cell of small intestine,CL:0009012
SmallIntestine,distal part of ileum,intestinal enteroendocrine cell,CL:0009006
SmallIntestine,distal part of ileum,fibroblast,CL:0000057
SmallIntestine,distal part of ileum,"CD4-positive, alpha-beta T cell",CL:0000624
SmallIntestine,distal part of ileum,plasma cell,CL:0000786
Colon,transverse colon,Mesoderm 1 (HAND1+),ASCTB-TEMP:mesoderm-1-hand1-
Colon,transverse colon,MMP9+ Inflammatory macrophage,ASCTB-TEMP:mmp9-inflammatory-macrophage
Colon,transverse colon,Colonocyte,ASCTB-TEMP:colonocyte
Colon,transverse colon,TA,ASCTB-TEMP:ta
Colon,transverse colon,Microfold cell,ASCTB-TEMP:microfold-cell
Colon,transverse colon,Cycling plasma cell,ASCTB-TEMP:cycling-plasma-cell
Colon,transverse colon,BEST4+ epithelial,ASCTB-TEMP:best4-epithelial
Colon,transverse colon,SMC (PART1/CAPN3+),ASCTB-TEMP:smc-part1-capn3-
Colon,transverse colon,Activated T,ASCTB-TEMP:activated-t
Colon,transverse colon,Mesothelium (RGS5+),ASCTB-TEMP:mesothelium-rgs5-
Colon,transverse colon,SELL+ CD8 T,ASCTB-TEMP:sell-cd8-t
Colon,transverse colon,SMC (PLPP2+),ASCTB-TEMP:smc-plpp2-
Colon,transverse colon,cDC2,ASCTB-TEMP:cdc2
Colon,transverse colon,Goblet cell,ASCTB-TEMP:goblet-cell
Colon,transverse colon,Monocytes,ASCTB-TEMP:monocytes
Colon,transverse colon,CLDN10+ cells,ASCTB-TEMP:cldn10-cells
Colon,transverse colon,arterial capillary,ASCTB-TEMP:arterial-capillary
Colon,transverse colon,Stem cells,ASCTB-TEMP:stem-cells
Colon,transverse colon,Lymphoid DC,ASCTB-TEMP:lymphoid-dc
Colon,transverse colon,Branch B3 (IPAN),ASCTB-TEMP:branch-b3-ipan-
Colon,transverse colon,Adult Glia,ASCTB-TEMP:adult-glia
Colon,transverse colon,Stromal 2 (NPY+),ASCTB-TEMP:stromal-2-npy-
Colon,transverse colon,EECs,ASCTB-TEMP:eecs
Colon,transverse colon,DZ GC cell,ASCTB-TEMP:dz-gc-cell
Colon,transverse colon,LEC6 (ADAMTS4+),ASCTB-TEMP:lec6-adamts4-
Colon,transverse colon,RBC,ASCTB-TEMP:rbc
Colon,transverse colon,LEC1 (ACKR4+),ASCTB-TEMP:lec1-ackr4-
Colon,transverse colon,Glia 2 (ELN+),ASCTB-TEMP:glia-2-eln-
Colon,transverse colon,Mature arterial EC,ASCTB-TEMP:mature-arterial-ec
Colon,transverse colon,myofibroblast,ASCTB-TEMP:myofibroblast
Colon,transverse colon,TRGV2 gdT,ASCTB-TEMP:trgv2-gdt
Colon,transverse colon,cycling ENCC/glia,ASCTB-TEMP:cycling-encc-glia
Colon,transverse colon,LEC4 (STAB2+),ASCTB-TEMP:lec4-stab2-
Colon,transverse colon,Transitional Stromal 3 (C3+),ASCTB-TEMP:transitional-stromal-3-c3-
Colon,transverse colon,Enterocyte,ASCTB-TEMP:enterocyte
Colon,transverse colon,SELL+ CD4 T,ASCTB-TEMP:sell-cd4-t
Colon,transverse colon,Tuft,ASCTB-TEMP:tuft
Colon,transverse colon,NK cell,ASCTB-TEMP:nk-cell
Colon,transverse colon,Tfh,ASCTB-TEMP:tfh
Colon,transverse colon,myofibroblast (RSPO2+),ASCTB-TEMP:myofibroblast-rspo2-
Colon,transverse colon,Cycling B cell,ASCTB-TEMP:cycling-b-cell
Colon,transverse colon,Stromal 3 (C7+),ASCTB-TEMP:stromal-3-c7-
Colon,transverse colon,Stromal 1 (CCL11+),ASCTB-TEMP:stromal-1-ccl11-
Colon,transverse colon,CLP,ASCTB-TEMP:clp
Colon,transverse colon,Stromal 2 (CH25H+),ASCTB-TEMP:stromal-2-ch25h-
Colon,transverse colon,STAT1+ Naive B,ASCTB-TEMP:stat1-naive-b
Colon,transverse colon,Fetal arterial EC,ASCTB-TEMP:fetal-arterial-ec
Colon,transverse colon,angiogenic pericyte,ASCTB-TEMP:angiogenic-pericyte
Colon,transverse colon,mLTo,ASCTB-TEMP:mlto
Colon,transverse colon,LZ GC cell,ASCTB-TEMP:lz-gc-cell
Colon,transverse colon,Macrophages,ASCTB-TEMP:macrophages
Colon,transverse colon,IgG plasma cell,ASCTB-TEMP:igg-plasma-cell
Colon,transverse colon,Proximal progenitor,ASCTB-TEMP:proximal-progenitor
Colon,transverse colon,Pre-B,ASCTB-TEMP:pre-b
Colon,transverse colon,Mature venous EC,ASCTB-TEMP:mature-venous-ec
Colon,transverse colon,Contractile pericyte (PLN+),ASCTB-TEMP:contractile-pericyte-pln-
Colon,transverse colon,Glia 3 (BCAN+),ASCTB-TEMP:glia-3-bcan-
Colon,transverse colon,MAIT cell,ASCTB-TEMP:mait-cell
Colon,transverse colon,LTi-like NCR- ILC3,ASCTB-TEMP:lti-like-ncr-ilc3
Colon,transverse colon,Pro-B,ASCTB-TEMP:pro-b
Colon,transverse colon,cDC1,ASCTB-TEMP:cdc1
Colon,transverse colon,Branch A1 (iMN),ASCTB-TEMP:branch-a1-imn-
Colon,transverse colon,Paneth,ASCTB-TEMP:paneth
Colon,transverse colon,Branch A2 (IPAN/IN),ASCTB-TEMP:branch-a2-ipan-in-
Colon,transverse colon,Megakaryocyte,ASCTB-TEMP:megakaryocyte
Colon,transverse colon,Progenitor (NEUROG3+),ASCTB-TEMP:progenitor-neurog3-
Colon,transverse colon,ILCP,ASCTB-TEMP:ilcp
Colon,transverse colon,TRGV4 gdT,ASCTB-TEMP:trgv4-gdt
Colon,transverse colon,cycling EC,ASCTB-TEMP:cycling-ec
Colon,transverse colon,Stromal 3 (KCNN3+),ASCTB-TEMP:stromal-3-kcnn3-
Colon,transverse colon,D cells (SST+),ASCTB-TEMP:d-cells-sst-
Colon,transverse colon,Naive B,ASCTB-TEMP:naive-b
Colon,transverse colon,mLN Stroma (FMO2+),ASCTB-TEMP:mln-stroma-fmo2-
Colon,transverse colon,BEST2+ Goblet cell,ASCTB-TEMP:best2-goblet-cell
Colon,transverse colon,Branch A3 (IPAN/IN),ASCTB-TEMP:branch-a3-ipan-in-
Colon,transverse colon,T reticular,ASCTB-TEMP:t-reticular
Colon,transverse colon,Distal progenitor,ASCTB-TEMP:distal-progenitor
Colon,transverse colon,L cells (PYY+),ASCTB-TEMP:l-cells-pyy-
Colon,transverse colon,Treg,ASCTB-TEMP:treg
Colon,transverse colon,IgA plasma cell,ASCTB-TEMP:iga-plasma-cell
Colon,transverse colon,Branch A4 (IN),ASCTB-TEMP:branch-a4-in-
Colon,transverse colon,Neuroblast,ASCTB-TEMP:neuroblast
Colon,transverse colon,Branch B1 (eMN),ASCTB-TEMP:branch-b1-emn-
Colon,transverse colon,ILC3,ASCTB-TEMP:ilc3
Colon,transverse colon,Mesothelium,ASCTB-TEMP:mesothelium
Colon,transverse colon,GC B cell,ASCTB-TEMP:gc-b-cell
Colon,transverse colon,Fetal venous EC,ASCTB-TEMP:fetal-venous-ec
Colon,transverse colon,CD8 Tmem,ASCTB-TEMP:cd8-tmem
Colon,transverse colon,ENCC/glia Progenitor,ASCTB-TEMP:encc-glia-progenitor
Colon,transverse colon,venous capillary,ASCTB-TEMP:venous-capillary
Colon,transverse colon,LEC5 (CLDN11+),ASCTB-TEMP:lec5-cldn11-
Colon,transverse colon,LEC3 (ADGRG3+),ASCTB-TEMP:lec3-adgrg3-
Colon,transverse colon,I cells (CCK+),ASCTB-TEMP:i-cells-cck-
Colon,transverse colon,Mast cell,ASCTB-TEMP:mast-cell
Colon,transverse colon,CLC+ Mast cell,ASCTB-TEMP:clc-mast-cell
Colon,transverse colon,TRDV2/TRGV9 gdT,ASCTB-TEMP:trdv2-trgv9-gdt
Colon,transverse colon,Memory B,ASCTB-TEMP:memory-b
Colon,transverse colon,NK T cell,ASCTB-TEMP:nk-t-cell
Colon,transverse colon,Mesothelium (PRG4+),ASCTB-TEMP:mesothelium-prg4-
Colon,transverse colon,Pericyte,ASCTB-TEMP:pericyte
Colon,transverse colon,M/X cells (MLN/GHRL+),ASCTB-TEMP:m-x-cells-mln-ghrl-
Colon,transverse colon,Stromal 4 (MMP1+),ASCTB-TEMP:stromal-4-mmp1-
Colon,transverse colon,Immature B,ASCTB-TEMP:immature-b
Colon,transverse colon,N cells (NTS+),ASCTB-TEMP:n-cells-nts-
Colon,transverse colon,enterocyte of epithelium of large intestine,CL:0002071
Colon,transverse colon,large intestine goblet cell,CL:1000320
Colon,transverse colon,gut endothelial cell,CL:0000131
Colon,transverse colon,B cell,CL:0000236
Colon,transverse colon,monocyte,CL:0000576
Colon,transverse colon,fibroblast,CL:0000057
Colon,transverse colon,intestinal tuft cell,CL:0019032
Colon,transverse colon,paneth cell of colon,CL:0009009
Colon,transverse colon,"CD4-positive, alpha-beta T cell",CL:0000624
Colon,transverse colon,transit amplifying cell of colon,CL:0009011
Colon,transverse colon,"CD8-positive, alpha-beta T cell",CL:0000625
Colon,transverse colon,intestinal enteroendocrine cell,CL:1001516
Colon,transverse colon,plasma cell,CL:0000786
Colon,descending colon,Stromal 3 (C7+),ASCTB-TEMP:stromal-3-c7-
Colon,descending colon,SMC (PART1/CAPN3+),ASCTB-TEMP:smc-part1-capn3-
Colon,descending colon,Stromal 2 (NPY+),ASCTB-TEMP:stromal-2-npy-
Colon,descending colon,Branch B2 (eMN),ASCTB-TEMP:branch-b2-emn-
Colon,descending colon,GC B cell,ASCTB-TEMP:gc-b-cell
Colon,descending colon,LYVE1+ Macrophage,ASCTB-TEMP:lyve1-macrophage
Colon,descending colon,Stromal 1 (CCL11+),ASCTB-TEMP:stromal-1-ccl11-
Colon,descending colon,Stromal 3 (KCNN3+),ASCTB-TEMP:stromal-3-kcnn3-
Colon,descending colon,Distal progenitor,ASCTB-TEMP:distal-progenitor
Colon,descending colon,Th1,ASCTB-TEMP:th1
Colon,descending colon,Mesoderm 2 (ZEB2+),ASCTB-TEMP:mesoderm-2-zeb2-
Colon,descending colon,cycling ENCC/glia,ASCTB-TEMP:cycling-encc-glia
Colon,descending colon,LEC3 (ADGRG3+),ASCTB-TEMP:lec3-adgrg3-
Colon,descending colon,IgA plasma cell,ASCTB-TEMP:iga-plasma-cell
Colon,descending colon,LTi-like NCR- ILC3,ASCTB-TEMP:lti-like-ncr-ilc3
Colon,descending colon,EC cells (TAC1+),ASCTB-TEMP:ec-cells-tac1-
Colon,descending colon,Memory B,ASCTB-TEMP:memory-b
Colon,descending colon,ICC,ASCTB-TEMP:icc
Colon,descending colon,Treg,ASCTB-TEMP:treg
Colon,descending colon,TRGV2 gdT,ASCTB-TEMP:trgv2-gdt
Colon,descending colon,Stromal 4 (MMP1+),ASCTB-TEMP:stromal-4-mmp1-
