FTU_partonomy	cell_type	CT_ID	CT_label	biomarker	Biomarker - type
kidney-->Vessels-->Juxtaglomerular Arteriole-->Afferent Arteriole	afferent arteriole endothelial cell	CL:1001096	Afferent Arteriole Endothelial Cell	TM4SF1	gene
kidney-->Vessels-->Juxtaglomerular Arteriole-->Afferent Arteriole	afferent arteriole endothelial cell	CL:1001096	Afferent Arteriole Endothelial Cell	PALMD	gene
kidney-->Vessels-->Juxtaglomerular Arteriole-->Afferent Arteriole	afferent arteriole endothelial cell	CL:1001096	Afferent Arteriole Endothelial Cell	ADAMTS6	gene
kidney-->Vessels-->Juxtaglomerular Arteriole-->Afferent Arteriole	afferent arteriole endothelial cell	CL:1001096	Afferent Arteriole Endothelial Cell	SLC14A1	gene
kidney-->Vessels-->Juxtaglomerular Arteriole-->Afferent Arteriole	afferent arteriole endothelial cell	CL:1001096	Afferent Arteriole Endothelial Cell	SOX17	gene
kidney-->Vessels-->Juxtaglomerular Arteriole-->Efferent Arteriole	efferent arteriole endothelial cell	CL:1001099	Efferent Arteriole Endothelial cell	SERPINE2	gene
kidney-->Vessels-->Juxtaglomerular Arteriole-->Efferent Arteriole	efferent arteriole endothelial cell	CL:1001099	Efferent Arteriole Endothelial cell	TM4SF1	gene
kidney-->Vessels-->Juxtaglomerular Arteriole-->Efferent Arteriole	efferent arteriole endothelial cell	CL:1001099	Efferent Arteriole Endothelial cell	PALMD	gene
kidney-->Vessels-->Juxtaglomerular Arteriole-->Efferent Arteriole	efferent arteriole endothelial cell	CL:1001099	Efferent Arteriole Endothelial cell	ADAMTS6	gene
kidney-->Vessels-->Juxtaglomerular Arteriole-->Efferent Arteriole	efferent arteriole endothelial cell	CL:1001099	Efferent Arteriole Endothelial cell	SLC14A1	gene
kidney-->Vessels-->Juxtaglomerular Arteriole-->Efferent Arteriole	efferent arteriole endothelial cell	CL:1001099	Efferent Arteriole Endothelial cell	SOX17	gene
kidney-->Vessels-->Kidney Capillary-->Peritubular Capillary-->Endothelium (non glomerular)	peritubular capillary endothelial cell	CL:1001033	Peritubular Capillary Endothelial Cell	RAMP3	gene
kidney-->Vessels-->Kidney Capillary-->Peritubular Capillary-->Endothelium (non glomerular)	peritubular capillary endothelial cell	CL:1001033	Peritubular Capillary Endothelial Cell	PLVAP	gene
kidney-->Vessels-->Kidney Capillary-->Peritubular Capillary-->Endothelium (non glomerular)	peritubular capillary endothelial cell	CL:1001033	Peritubular Capillary Endothelial Cell	DNASE1L3	gene
kidney-->Vessels-->Kidney Capillary-->Peritubular Capillary-->Endothelium (non glomerular)	peritubular capillary endothelial cell	CL:1001033	Peritubular Capillary Endothelial Cell	RAMP3	gene
kidney-->Vessels-->Kidney Capillary-->Peritubular Capillary-->Endothelium (non glomerular)	peritubular capillary endothelial cell	CL:1001033	Peritubular Capillary Endothelial Cell	PLVAP	gene
kidney-->Vessels-->Kidney Capillary-->Peritubular Capillary-->Endothelium (non glomerular)	peritubular capillary endothelial cell	CL:1001033	Peritubular Capillary Endothelial Cell	DNASE1L3	gene
kidney-->Vessels-->Kidney Capillary-->Peritubular Capillary-->Endothelium (non glomerular)	peritubular capillary endothelial cell	CL:1001033	Peritubular Capillary Endothelial Cell	RAMP3	gene
kidney-->Vessels-->Kidney Capillary-->Peritubular Capillary-->Endothelium (non glomerular)	peritubular capillary endothelial cell	CL:1001033	Peritubular Capillary Endothelial Cell	PLVAP	gene
kidney-->Vessels-->Kidney Capillary-->Peritubular Capillary-->Endothelium (non glomerular)	peritubular capillary endothelial cell	CL:1001033	Peritubular Capillary Endothelial Cell	DNASE1L3	gene
kidney-->Vessels-->Kidney Capillary-->Peritubular Capillary-->Endothelium (non glomerular)	peritubular capillary endothelial cell	CL:1001033	Peritubular Capillary Endothelial Cell	RAMP3	gene
kidney-->Vessels-->Kidney Capillary-->Peritubular Capillary-->Endothelium (non glomerular)	peritubular capillary endothelial cell	CL:1001033	Peritubular Capillary Endothelial Cell	PLVAP	gene
kidney-->Vessels-->Kidney Capillary-->Peritubular Capillary-->Endothelium (non glomerular)	peritubular capillary endothelial cell	CL:1001033	Peritubular Capillary Endothelial Cell	DNASE1L3	gene
kidney-->Vessels-->Vasa Recta-->Descending Vasa Recta-->Endothelium (non glomerular)	vasa recta descending limb cell	CL:1001285	Descending Vasa Recta Endothelial Cell	MCTP1	gene
kidney-->Vessels-->Vasa Recta-->Descending Vasa Recta-->Endothelium (non glomerular)	vasa recta descending limb cell	CL:1001285	Descending Vasa Recta Endothelial Cell	SLC14A1	gene
kidney-->Vessels-->Vasa Recta-->Descending Vasa Recta-->Endothelium (non glomerular)	vasa recta descending limb cell	CL:1001285	Descending Vasa Recta Endothelial Cell	SERPINE2	gene
kidney-->Vessels-->Vasa Recta-->Descending Vasa Recta-->Endothelium (non glomerular)	vasa recta descending limb cell	CL:1001285	Descending Vasa Recta Endothelial Cell	TM4SF1	gene
kidney-->Vessels-->Vasa Recta-->Descending Vasa Recta-->Endothelium (non glomerular)	vasa recta descending limb cell	CL:1001285	Descending Vasa Recta Endothelial Cell	PALMD	gene
kidney-->Vessels-->Vasa Recta-->Descending Vasa Recta-->Endothelium (non glomerular)	vasa recta descending limb cell	CL:1001285	Descending Vasa Recta Endothelial Cell	ADAMTS6	gene
kidney-->Vessels-->Vasa Recta-->Ascending Vasa Recta-->Endothelium (non glomerular)	vasa recta ascending limb cell	CL:1001131	Ascending Vasa Recta Endothelial Cell	NR2F2	gene
kidney-->Vessels-->Vasa Recta-->Ascending Vasa Recta-->Endothelium (non glomerular)	vasa recta ascending limb cell	CL:1001131	Ascending Vasa Recta Endothelial Cell	GPM6A	gene
kidney-->Vessels-->Vasa Recta-->Ascending Vasa Recta-->Endothelium (non glomerular)	vasa recta ascending limb cell	CL:1001131	Ascending Vasa Recta Endothelial Cell	PLVAP	gene
kidney-->Vessels-->Vasa Recta-->Ascending Vasa Recta-->Endothelium (non glomerular)	vasa recta ascending limb cell	CL:1001131	Ascending Vasa Recta Endothelial Cell	DNASE1L3	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	enterocyte of epithelium of large intestine	CL:0002071	absorptive	keratin 20	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	enterocyte of epithelium of large intestine	CL:0002071	absorptive	BEST4	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	large intestine crypt goblet cell	CL:1000321	goblet	keratin 20	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	large intestine crypt goblet cell	CL:1000321	goblet	MUC2	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	RGMB	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	SOX9	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	CD44	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	Lgr5	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	LRIG1	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	SMOC2	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	neuroendocrine cell	CL:0000165	neuroendocrine	chromogranin A	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	neuroendocrine cell	CL:0000165	neuroendocrine	synaptophysin	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	neuroendocrine cell	CL:0000165	neuroendocrine	INSM1	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	neuroendocrine cell	CL:0000165	neuroendocrine	INSL5	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	enterocyte of epithelium of large intestine	CL:0002071	absorptive	keratin 20	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	enterocyte of epithelium of large intestine	CL:0002071	absorptive	BEST4	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	large intestine crypt goblet cell	CL:1000321	goblet	keratin 20	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	large intestine crypt goblet cell	CL:1000321	goblet	MUC2	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	intestinal tuft cell	CL:0019032	tuft cell	keratin 20	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	intestinal tuft cell	CL:0019032	tuft cell	DCLK1	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	intestinal tuft cell	CL:0019032	tuft cell	TRPM5	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	intestinal tuft cell	CL:0019032	tuft cell	POU2F3	gene
large intestine-->ileocecal valve-->mucosa-->epithelium	intestinal tuft cell	CL:0019032	tuft cell	PTGS1	gene
large intestine-->ileocecal valve-->mucosa-->lamina propria	neuroendocrine cell	CL:0000165	neuroendocrine cell	chromogranin A	gene
large intestine-->ileocecal valve-->mucosa-->lamina propria	neuroendocrine cell	CL:0000165	neuroendocrine cell	synaptophysin	gene
large intestine-->ileocecal valve-->mucosa-->lamina propria	neuroendocrine cell	CL:0000165	neuroendocrine cell	INSM1	gene
large intestine-->cecum-->mucosa-->epithelium	enterocyte of epithelium of large intestine	CL:0002071	absorptive	keratin 20	gene
large intestine-->cecum-->mucosa-->epithelium	enterocyte of epithelium of large intestine	CL:0002071	absorptive	BEST4	gene
large intestine-->cecum-->mucosa-->epithelium	large intestine crypt goblet cell	CL:1000321	goblet	keratin 20	gene
large intestine-->cecum-->mucosa-->epithelium	large intestine crypt goblet cell	CL:1000321	goblet	MUC2	gene
large intestine-->cecum-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	RGMB	gene
large intestine-->cecum-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	SOX9	gene
large intestine-->cecum-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	CD44	gene
large intestine-->cecum-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	Lgr5	gene
large intestine-->cecum-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	LRIG1	gene
large intestine-->cecum-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	SMOC2	gene
large intestine-->cecum-->mucosa-->epithelium	neuroendocrine cell	CL:0000165	neuroendocrine	chromogranin A	gene
large intestine-->cecum-->mucosa-->epithelium	neuroendocrine cell	CL:0000165	neuroendocrine	synaptophysin	gene
large intestine-->cecum-->mucosa-->epithelium	neuroendocrine cell	CL:0000165	neuroendocrine	INSM1	gene
large intestine-->cecum-->mucosa-->epithelium	neuroendocrine cell	CL:0000165	neuroendocrine	INSL5	gene
large intestine-->cecum-->mucosa-->epithelium	enterocyte of epithelium of large intestine	CL:0002071	absorptive	keratin 20	gene
large intestine-->cecum-->mucosa-->epithelium	enterocyte of epithelium of large intestine	CL:0002071	absorptive	BEST4	gene
large intestine-->cecum-->mucosa-->epithelium	large intestine crypt goblet cell	CL:1000321	goblet	keratin 20	gene
large intestine-->cecum-->mucosa-->epithelium	large intestine crypt goblet cell	CL:1000321	goblet	MUC2	gene
large intestine-->cecum-->mucosa-->epithelium	intestinal tuft cell	CL:0019032	tuft cell	keratin 20	gene
large intestine-->cecum-->mucosa-->epithelium	intestinal tuft cell	CL:0019032	tuft cell	DCLK1	gene
large intestine-->cecum-->mucosa-->epithelium	intestinal tuft cell	CL:0019032	tuft cell	TRPM5	gene
large intestine-->cecum-->mucosa-->epithelium	intestinal tuft cell	CL:0019032	tuft cell	POU2F3	gene
large intestine-->cecum-->mucosa-->epithelium	intestinal tuft cell	CL:0019032	tuft cell	PTGS1	gene
large intestine-->cecum-->mucosa-->lamina propria	neuroendocrine cell	CL:0000165	neuroendocrine cell	chromogranin A	gene
large intestine-->cecum-->mucosa-->lamina propria	neuroendocrine cell	CL:0000165	neuroendocrine cell	synaptophysin	gene
large intestine-->cecum-->mucosa-->lamina propria	neuroendocrine cell	CL:0000165	neuroendocrine cell	INSM1	gene
large intestine-->appendix-->mucosa-->epithelium	enterocyte of epithelium of large intestine	CL:0002071	absorptive	keratin 20	gene
large intestine-->appendix-->mucosa-->epithelium	enterocyte of epithelium of large intestine	CL:0002071	absorptive	BEST4	gene
large intestine-->appendix-->mucosa-->epithelium	large intestine crypt goblet cell	CL:1000321	goblet	keratin 20	gene
large intestine-->appendix-->mucosa-->epithelium	large intestine crypt goblet cell	CL:1000321	goblet	MUC2	gene
large intestine-->appendix-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	RGMB	gene
large intestine-->appendix-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	SOX9	gene
large intestine-->appendix-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	CD44	gene
large intestine-->appendix-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	Lgr5	gene
large intestine-->appendix-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	LRIG1	gene
large intestine-->appendix-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	SMOC2	gene
large intestine-->appendix-->mucosa-->epithelium	neuroendocrine cell	CL:0000165	neuroendocrine	chromogranin A	gene
large intestine-->appendix-->mucosa-->epithelium	neuroendocrine cell	CL:0000165	neuroendocrine	synaptophysin	gene
large intestine-->appendix-->mucosa-->epithelium	neuroendocrine cell	CL:0000165	neuroendocrine	INSM1	gene
large intestine-->appendix-->mucosa-->epithelium	neuroendocrine cell	CL:0000165	neuroendocrine	INSL5	gene
large intestine-->appendix-->mucosa-->epithelium	enterocyte of epithelium of large intestine	CL:0002071	absorptive	keratin 20	gene
large intestine-->appendix-->mucosa-->epithelium	enterocyte of epithelium of large intestine	CL:0002071	absorptive	BEST4	gene
large intestine-->appendix-->mucosa-->epithelium	large intestine crypt goblet cell	CL:1000321	goblet	keratin 20	gene
large intestine-->appendix-->mucosa-->epithelium	large intestine crypt goblet cell	CL:1000321	goblet	MUC2	gene
large intestine-->appendix-->mucosa-->epithelium	intestinal tuft cell	CL:0019032	tuft cell	keratin 20	gene
large intestine-->appendix-->mucosa-->epithelium	intestinal tuft cell	CL:0019032	tuft cell	DCLK1	gene
large intestine-->appendix-->mucosa-->epithelium	intestinal tuft cell	CL:0019032	tuft cell	TRPM5	gene
large intestine-->appendix-->mucosa-->epithelium	intestinal tuft cell	CL:0019032	tuft cell	POU2F3	gene
large intestine-->appendix-->mucosa-->epithelium	intestinal tuft cell	CL:0019032	tuft cell	PTGS1	gene
large intestine-->appendix-->mucosa-->lamina propria	neuroendocrine cell	CL:0000165	neuroendocrine cell	chromogranin A	gene
large intestine-->appendix-->mucosa-->lamina propria	neuroendocrine cell	CL:0000165	neuroendocrine cell	synaptophysin	gene
large intestine-->appendix-->mucosa-->lamina propria	neuroendocrine cell	CL:0000165	neuroendocrine cell	INSM1	gene
large intestine-->ascending colon-->mucosa-->epithelium	enterocyte of epithelium of large intestine	CL:0002071	absorptive	keratin 20	gene
large intestine-->ascending colon-->mucosa-->epithelium	enterocyte of epithelium of large intestine	CL:0002071	absorptive	BEST4	gene
large intestine-->ascending colon-->mucosa-->epithelium	large intestine crypt goblet cell	CL:1000321	goblet	keratin 20	gene
large intestine-->ascending colon-->mucosa-->epithelium	large intestine crypt goblet cell	CL:1000321	goblet	MUC2	gene
large intestine-->ascending colon-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	RGMB	gene
large intestine-->ascending colon-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	SOX9	gene
large intestine-->ascending colon-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	CD44	gene
large intestine-->ascending colon-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	Lgr5	gene
large intestine-->ascending colon-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	LRIG1	gene
large intestine-->ascending colon-->mucosa-->epithelium	intestinal crypt stem cell of large intestine	CL:0009016	epithelial stem cell	SMOC2	gene
large intestine-->ascending colon-->mucosa-->epithelium	neuroendocrine cell	CL:0000165	neuroendocrine	chromogranin A	gene
large intestine-->ascending colon-->mucosa-->epithelium	neuroendocrine cell	CL:0000165	neuroendocrine	synaptophysin	gene
large intestine-->ascending colon-->mucosa-->epithelium	neuroendocrine cell	CL:0000165	neuroendocrine	INSM1	gene
large intestine-->ascending colon-->mucosa-->epithelium	neuroendocrine cell	CL:0000165	neuroendocrine	INSL5	gene
